2.465237867865607768e+02,1.960063324694061594e+05,-0.000000000000000000e+00,1.232618933932808432e+02
2.465237867865607768e+02,2.116122967517146026e+05,9.052439487458362264e-06,1.232618933932808432e+02
2.465237867865607768e+02,2.284667381766076142e+05,9.842250992804888694e-06,1.232618933932808432e+02
2.465237867865607768e+02,2.466695349154920259e+05,2.082870797560166780e-05,1.232618933932808432e+02
2.465237867865607768e+02,2.663285553934871568e+05,4.040675066498131194e-05,1.232618933932808432e+02
2.465237867865607768e+02,2.875602975097218878e+05,6.032972390217314107e-05,1.232618933932808432e+02
2.465237867865607768e+02,3.104905789952552877e+05,7.807134111239643173e-05,1.232618933932808432e+02
2.465237867865607768e+02,3.352552829996308428e+05,9.213327548149280845e-05,1.232618933932808432e+02
2.465237867865607768e+02,3.620011633243566612e+05,1.025849266724809431e-04,1.232618933932808432e+02
2.465237867865607768e+02,3.908867140750609688e+05,1.102146053692753641e-04,1.232618933932808432e+02
2.465237867865607768e+02,4.220831088858206058e+05,1.153069538426077190e-04,1.232618933932808432e+02
2.465237867865607768e+02,4.557752152814411675e+05,1.283268863975125769e-04,1.232618933932808432e+02
2.773392601348796234e+02,4.921626901887092972e+05,1.036745465869070665e-04,1.540773667415996897e+02
3.081547334832002889e+02,5.314611630885578925e+05,1.159326840630813405e-04,1.540773667415996897e+02
3.081547334832002889e+02,5.739035138203937095e+05,1.407577993713259219e-04,1.540773667415996897e+02
3.081547334832002889e+02,6.197412526107761078e+05,1.476992865386502526e-04,1.540773667415996897e+02
3.081547334832002889e+02,6.692460105043869698e+05,1.300788828455369344e-04,1.540773667415996897e+02
3.081547334832002889e+02,7.227111490294896066e+05,1.227157322836700014e-04,1.540773667415996897e+02
3.389702068315209544e+02,7.804534986365980003e+05,9.405323396978937291e-05,1.848928400899203552e+02
3.697856801798407105e+02,8.428152362122752238e+05,1.155617294682389064e-04,1.848928400899203552e+02
3.697856801798407105e+02,9.101659127940017497e+05,1.188815604797720661e-04,1.848928400899203552e+02
3.697856801798407105e+02,9.829046435022718506e+05,1.084720381350709619e-04,1.848928400899203552e+02
4.006011535281604665e+02,1.061462472667203518e+06,1.026206150111307438e-04,2.157083134382401113e+02
4.006011535281604665e+02,1.146304928165336372e+06,9.914522757566907095e-05,2.157083134382401113e+02
4.006011535281604665e+02,1.237934780103323283e+06,9.548721715402298305e-05,2.157083134382401113e+02
4.314166268764811321e+02,1.336895020196341444e+06,8.703776398671563355e-05,2.157083134382401113e+02
4.622321002248017976e+02,1.443772079496810213e+06,8.635402408798416426e-05,2.465237867865607768e+02
4.622321002248017976e+02,1.559199303541322937e+06,8.650416506284567240e-05,2.465237867865607768e+02
4.622321002248017976e+02,1.683860705509393243e+06,8.105818196309808130e-05,2.465237867865607768e+02
5.238630469214404002e+02,1.818495019634910394e+06,7.879963827281611299e-05,2.773392601348805329e+02
5.238630469214404002e+02,1.963900078890485922e+06,7.577992297904468158e-05,2.773392601348805329e+02
5.238630469214404002e+02,2.120937542886508163e+06,7.226387538040540638e-05,2.773392601348805329e+02
5.546785202697601562e+02,2.290538004002219997e+06,6.903108273944402295e-05,3.081547334832002889e+02
5.546785202697601562e+02,2.473706502007228788e+06,7.117946352389961933e-05,3.081547334832002889e+02
5.854939936180808218e+02,2.651746282068121713e+06,6.769321999497043255e-05,3.081547334832002889e+02
6.163094669664005778e+02,2.863811442318385467e+06,6.504375554865111659e-05,3.389702068315200449e+02
6.163094669664005778e+02,3.092841815388644580e+06,6.465017219855998952e-05,3.389702068315200449e+02
6.471249403147203338e+02,3.340194618304522708e+06,6.119505520558559926e-05,3.697856801798398010e+02
6.779404136630409994e+02,3.607335645453660749e+06,6.022653418055618217e-05,3.697856801798398010e+02
7.087558870113616649e+02,3.895847954774737358e+06,5.785260631243260756e-05,4.006011535281604665e+02
7.087558870113616649e+02,4.207441248841572553e+06,5.786061820938937926e-05,4.006011535281604665e+02
7.395713603596814210e+02,4.543962006433650851e+06,5.425072523036017188e-05,4.314166268764802226e+02
7.703868337080020865e+02,4.907404424633082934e+06,5.431012995708496972e-05,4.622321002248008881e+02
8.012023070563218425e+02,5.299922236288502812e+06,5.451066159778626517e-05,4.622321002248008881e+02
8.320177804046406891e+02,5.723841472876362503e+06,5.168207288234087307e-05,4.930475735731197346e+02
8.628332537529613546e+02,6.181674248391304165e+06,5.079798658920580703e-05,5.238630469214404002e+02
8.936487271012811107e+02,6.666976527751614340e+06,5.044361959779747811e-05,5.546785202697601562e+02
8.936487271012811107e+02,7.155688061047936790e+06,4.909279962532992283e-05,5.546785202697601562e+02
9.552796737979206227e+02,7.657846806664399803e+06,4.858562314201075286e-05,5.854939936180799123e+02
9.860951471462412883e+02,8.165247496094680391e+06,4.923933568022680697e-05,6.163094669664005778e+02
1.016910620494561954e+03,8.665911819406332448e+06,4.948068501638636167e-05,6.471249403147212433e+02
1.016910620494561954e+03,9.164134078667536378e+06,4.865676717407329491e-05,6.471249403147212433e+02
1.047726093842880800e+03,9.670792866549193859e+06,4.716754523437210735e-05,6.779404136630400899e+02
1.078541567191201466e+03,1.019344840344771557e+07,4.684080202844860373e-05,7.087558870113607554e+02
1.109357040539521222e+03,1.071974978196987510e+07,4.770891045310009601e-05,7.395713603596805115e+02
1.140172513887841887e+03,1.123647461270962469e+07,4.822075577376634670e-05,7.703868337080011770e+02
1.140172513887841887e+03,1.174771460227585398e+07,4.754239083558094663e-05,7.703868337080011770e+02
1.170987987236161644e+03,1.226624928775082342e+07,4.616042835084585382e-05,8.012023070563209330e+02
1.201803460584482309e+03,1.280030799472996406e+07,4.614501003723287838e-05,8.320177804046415986e+02
1.232618933932801156e+03,1.333454514537235908e+07,4.667666375653240179e-05,8.628332537529604451e+02
1.232618933932801156e+03,1.386269726025451906e+07,4.671408332327740273e-05,8.628332537529604451e+02
1.263434407281121821e+03,1.439042630736121535e+07,4.543581132393799253e-05,8.936487271012811107e+02
1.294249880629441577e+03,1.493300226144498959e+07,4.622546726312342898e-05,9.244642004496008667e+02
1.325065353977761333e+03,1.546630955152234808e+07,4.666680372874228898e-05,9.552796737979206227e+02
1.355880827326081999e+03,1.599457325738812052e+07,4.721969253245858787e-05,9.860951471462412883e+02
1.355880827326081999e+03,1.651665159709162638e+07,4.660188399540211683e-05,9.860951471462412883e+02
1.386696300674402664e+03,1.704565121180867031e+07,4.527391143255017191e-05,1.016910620494561954e+03
1.417511774022721511e+03,1.759016742210747674e+07,4.615824430493676873e-05,1.047726093842880800e+03
1.448327247371042176e+03,1.812425139886781946e+07,4.689406265513097695e-05,1.078541567191201466e+03
1.479142720719361932e+03,1.864995502279895544e+07,4.732352807548312264e-05,1.109357040539521222e+03
1.479142720719361932e+03,1.898277108599483594e+07,4.747539087904935150e-05,1.109357040539521222e+03
1.509958194067682598e+03,1.950203755694315583e+07,4.595820086637669613e-05,1.140172513887841887e+03
1.540773667416002354e+03,2.003844625471469760e+07,4.582931014229576767e-05,1.170987987236161644e+03
1.540773667416002354e+03,2.057636355266469344e+07,4.434213929957165040e-05,1.170987987236161644e+03
1.571589140764323020e+03,2.113232181422051787e+07,4.221605152851106249e-05,1.201803460584482309e+03
1.602404614112641866e+03,2.171627928504193574e+07,4.159540738986944238e-05,1.232618933932801156e+03
1.633220087460962532e+03,2.230894997215870768e+07,4.086714256879703922e-05,1.263434407281121821e+03
1.633220087460962532e+03,2.291218222988642752e+07,3.908653299420050383e-05,1.263434407281121821e+03
1.664035560809282288e+03,2.354289508135150373e+07,3.686690908858146791e-05,1.294249880629441577e+03
1.694851034157602044e+03,2.421158088355485350e+07,3.616534237267441098e-05,1.325065353977761333e+03
1.725666507505922709e+03,2.489323843360981345e+07,3.582199161332922413e-05,1.355880827326081999e+03
1.725666507505922709e+03,2.558142961361899599e+07,3.498559797516251433e-05,1.355880827326081999e+03
1.756481980854242465e+03,2.628607324143858254e+07,3.252586234714384530e-05,1.386696300674401755e+03
1.787297454202562221e+03,2.704400483493623510e+07,3.180952965723277950e-05,1.417511774022721511e+03
1.818112927550882887e+03,2.781900462098464742e+07,3.177036540830099128e-05,1.448327247371042176e+03
1.818112927550882887e+03,2.859495977169924602e+07,3.129416055607724497e-05,1.448327247371042176e+03
1.848928400899202643e+03,2.938272267188889906e+07,2.879903559405024265e-05,1.479142720719361932e+03
1.879743874247522399e+03,3.023873670743351802e+07,2.847385722043144180e-05,1.509958194067681688e+03
1.910559347595843064e+03,3.110452663142620772e+07,2.861547561068015233e-05,1.540773667416002354e+03
1.941374820944162821e+03,3.196603174893873930e+07,2.834931433626104635e-05,1.571589140764322110e+03
1.941374820944162821e+03,3.283562522080354765e+07,2.625282335801659153e-05,1.571589140764322110e+03
1.972190294292482577e+03,3.377466245662634075e+07,2.587426625185879680e-05,1.602404614112641866e+03
2.003005767640803242e+03,3.472743840933127701e+07,2.598601173943472972e-05,1.633220087460962532e+03
2.033821240989122998e+03,3.567611721875569969e+07,2.595827709622656020e-05,1.664035560809282288e+03
2.033821240989122998e+03,3.662580962658655643e+07,2.510064932289938705e-05,1.664035560809282288e+03
2.064636714337442754e+03,3.760795070037008077e+07,2.399223779759266241e-05,1.694851034157602044e+03
2.095452187685763420e+03,3.863546546938131750e+07,2.416019879363640434e-05,1.725666507505922709e+03
2.126267661034082266e+03,3.965583698574273288e+07,2.433116908381129816e-05,1.756481980854241556e+03
2.126267661034082266e+03,4.066903855422217399e+07,2.427007977867121099e-05,1.756481980854241556e+03
2.157083134382402932e+03,4.168479041426841915e+07,2.244935381860539703e-05,1.787297454202562221e+03
2.187898607730722688e+03,4.278292352214544266e+07,2.248745933248398501e-05,1.818112927550881977e+03
2.218714081079042444e+03,4.387919581836900115e+07,2.278275033945379469e-05,1.848928400899201733e+03
2.249529554427363109e+03,4.496125914748183638e+07,2.277712208836868345e-05,1.879743874247522399e+03
2.249529554427363109e+03,4.604358985559377074e+07,2.113367585921167732e-05,1.879743874247522399e+03
2.280345027775683775e+03,4.721008729044065624e+07,2.100614300998701953e-05,1.910559347595843064e+03
2.311160501124002622e+03,4.838366678415996581e+07,2.127882257242650610e-05,1.941374820944161911e+03
2.341975974472323287e+03,4.954220732815609127e+07,2.141652148576398112e-05,1.972190294292482577e+03
2.341975974472323287e+03,5.069329896061577648e+07,2.080751979875028937e-05,1.972190294292482577e+03
2.372791447820643043e+03,5.187808114114921540e+07,1.991609885209412681e-05,2.003005767640802333e+03
2.403606921168962799e+03,5.311589276589237899e+07,2.023368718573978706e-05,2.033821240989122089e+03
2.434422394517283465e+03,5.433427567615257204e+07,2.049418060192781241e-05,2.064636714337442754e+03
2.465237867865604130e+03,5.553717220358617604e+07,2.059404037462004910e-05,2.095452187685763420e+03
2.465237867865604130e+03,5.673423592834401876e+07,1.908725734365098901e-05,2.095452187685763420e+03
2.496053341213922977e+03,5.802579805457354337e+07,1.900819609277200974e-05,2.126267661034082266e+03
2.526868814562243642e+03,5.932273220646975189e+07,1.926556219153854058e-05,2.157083134382402932e+03
2.557684287910563398e+03,6.060234078646143526e+07,1.949944730245530973e-05,2.187898607730722688e+03
2.557684287910563398e+03,6.186660116760320961e+07,1.890652480431844620e-05,2.187898607730722688e+03
2.588499761258883154e+03,6.317050968245757371e+07,1.811603765593308363e-05,2.218714081079042444e+03
2.619315234607203820e+03,6.453131380236854404e+07,1.823111836617595643e-05,2.249529554427363109e+03
2.650130707955524485e+03,6.588352808695096523e+07,1.856913475708465289e-05,2.280345027775683775e+03
2.680946181303843332e+03,6.721112783788983524e+07,1.884345166760208139e-05,2.311160501124002622e+03
2.680946181303843332e+03,6.851940081852646172e+07,1.729501893440037964e-05,2.311160501124002622e+03
2.711761654652163998e+03,6.994480421196372807e+07,1.737062542165126750e-05,2.341975974472323287e+03
2.742577128000483754e+03,7.136400346819365025e+07,1.772549238472370946e-05,2.372791447820643043e+03
2.773392601348803510e+03,7.275479014670093358e+07,1.798087729935871591e-05,2.403606921168962799e+03
2.773392601348803510e+03,7.412582328753301501e+07,1.739714857599735374e-05,2.403606921168962799e+03
2.804208074697124175e+03,7.554285887649548054e+07,1.671993714616484920e-05,2.434422394517283465e+03
2.835023548045444841e+03,7.701728898129469156e+07,1.683691259303012213e-05,2.465237867865604130e+03
2.865839021393763687e+03,7.848147539566506445e+07,1.719326972363271387e-05,2.496053341213922977e+03
2.896654494742084353e+03,7.991531428000307083e+07,1.733351490136448748e-05,2.526868814562243642e+03
2.896654494742084353e+03,8.133755199802732468e+07,1.587333102946839898e-05,2.526868814562243642e+03
2.927469968090404109e+03,8.289062101882009208e+07,1.610708639705119553e-05,2.557684287910563398e+03
2.958285441438724320e+03,8.442115100239112973e+07,1.644482459432972847e-05,2.588499761258883609e+03
2.989100914787044530e+03,8.592024748330807686e+07,1.671590493115249866e-05,2.619315234607203820e+03
2.989100914787044530e+03,8.739503325052745640e+07,1.621180271182698170e-05,2.619315234607203820e+03
3.019916388135364286e+03,8.891567713676667213e+07,1.557117627717583336e-05,2.650130707955523576e+03
3.050731861483684497e+03,9.049888307059141994e+07,1.559489378916745735e-05,2.680946181303843787e+03
3.081547334832004708e+03,9.207968118386745453e+07,1.607363591838862274e-05,2.711761654652163998e+03
3.112362808180324464e+03,9.361339631862755120e+07,1.621159409102506687e-05,2.742577128000483754e+03
3.112362808180324464e+03,9.513405977345114946e+07,1.482367697924157769e-05,2.742577128000483754e+03
