FractureHeight[m],Time[s],Velocity[m/s]
13.10344828,3.66592584,0
13.10344828,3.96264623,0.06581901
13.10344828,4.28310426,0.12409743
13.10344828,4.62919893,0.04518056
13.10344828,5.00298118,0.26085089
13.10344828,5.29726742,0.30771972
17.47126437,5.72449514,0.80712337
17.47126437,6.18590108,0.51421139
17.47126437,6.6842195,0.52819113
17.47126437,7.22240339,0.48294733
17.47126437,7.80364199,0.47266109
17.47126437,8.43137968,0.50081193
17.47126437,9.10933638,0.48137511
17.47126437,9.84152962,0.35127223
19.65517241,10.63229832,0.63447859
21.83908046,11.48632852,0.43830963
21.83908046,12.40868113,0.47778947
21.83908046,13.40482195,0.48565099
21.83908046,14.48065404,0.42666049
21.83908046,15.52636282,0.41246731
24.02298851,16.77191818,0.31759105
24.02298851,18.11711796,0.38643661
26.20689655,19.56993373,0.40482338
26.20689655,21.13897476,0.36286358
28.3908046,22.83353907,0.34831882
28.3908046,24.66366853,0.33903275
28.3908046,26.64020834,0.32850325
28.3908046,28.77487134,0.32617354
32.75862069,31.08030737,0.26325524
32.75862069,33.57017829,0.31403638
32.75862069,36.25923889,0.29779388
34.94252874,39.16342433,0.26822698
34.94252874,42.2999446,0.27467739
37.12643678,45.34864231,0.25817885
39.31034483,48.97998003,0.26280185
39.31034483,52.90182476,0.24858365
41.49425287,57.13741707,0.23729767
41.49425287,61.71185677,0.23656436
43.67816092,66.65225164,0.22738986
43.67816092,71.9878781,0.22616545
48.04597701,77.75035468,0.22073611
48.04597701,83.35148191,0.22864416
50.22988506,90.02304679,0.20971664
52.4137931,97.22833687,0.21011714
52.4137931,104.2318788,0.21185619
54.59770115,112.4315113,0.20127565
56.7816092,121.0621769,0.20518905
58.96551724,129.5282374,0.2085029
61.14942529,137.8597417,0.2072198
61.14942529,146.2428347,1.99E-01
63.33333333,154.9640497,1.99E-01
65.51724138,163.7125486,2.03E-01
67.70114943,172.2631043,2.07E-01
67.70114943,180.6713024,2.04E-01
69.88505747,189.1853245,0.19782582
72.06896552,197.9664981,0.19903471
74.25287356,206.6943369,0.20289675
76.43678161,215.2560457,0.20179758
76.43678161,223.8643888,0.19542508
78.62068966,232.7534365,0.19854405
80.8045977,241.5028442,0.20211851
82.98850575,250.0975187,0.20504169
82.98850575,258.5696634,0.20218076
85.17241379,267.161692,0.19610118
87.35632184,276.020093,0.1976973
89.54022989,284.8069753,0.20309092
91.72413793,293.3604982,0.20596378
91.72413793,301.7947136,0.19336344
93.90804598,310.7785363,0.19580554
96.09195402,319.6503122,0.19954362
98.27586207,328.3558916,0.20430599
98.27586207,336.858544,0.20104388
100.4597701,345.4991596,0.1955746
102.6436782,354.3814115,0.19947636
104.8275862,363.0899265,0.2030939
107.0114943,371.6433241,0.20688137
107.0114943,380.0401308,0.20440498
109.1954023,388.5386658,0.19690364
111.3793103,397.3609649,0.19811277
113.5632184,406.1294196,0.20161041
113.5632184,414.7457547,0.20102021
115.7471264,423.3873875,0.19495
117.9310345,432.2980973,0.19906188
120.1149425,441.0247447,0.20263289
120.1149425,442,0.24832445
120.1149425,443.9505106,0.23029012
120.1149425,447.8515319,0.20886877
122.2988506,455.6535745,0.19469849
124.4827586,464.5757948,0.19532291
126.6666667,473.4694921,0.20154935
128.8505747,482.0884375,0.20460665
128.8505747,490.5785959,0.1934223
131.0344828,499.5596848,0.19119533
133.2183908,508.6453818,0.19218301
135.4022989,517.684385,0.19297878
135.4022989,526.6861147,0.18822109
137.5862069,535.9153824,0.1795712
139.7701149,545.5892215,0.1785403
141.954023,555.3189177,0.17900358
141.954023,565.0234325,0.17476653
144.137931,574.9632237,0.16680883
146.3218391,585.377198,0.16857976
148.5057471,595.6817738,0.16920343
150.6896552,605.9483671,0.1692781
150.6896552,616.2104319,0.1573558
152.8735632,627.250018,0.15633201
155.0574713,638.3619003,0.15758531
157.2413793,649.3854079,0.15869703
157.2413793,660.3316927,0.15456357
159.4252874,671.5707117,0.14747764
161.6091954,683.3497371,0.14679851
163.7931035,695.1832556,0.14852214
163.7931035,706.8794436,0.14487522
165.9770115,718.8700582,0.13840075
168.1609195,731.4216007,0.13841298
170.3448276,743.9720337,0.14093677
172.5287356,756.2977235,0.1418143
172.5287356,768.5471431,0.13180688
174.7126437,781.7265979,0.13151842
176.8965517,794.9349595,0.13357231
179.0804598,807.9402217,0.13517899
179.0804598,820.7909089,0.13167896
181.2643678,833.9831668,0.12574091
183.4482759,847.7984226,0.12601786
185.6321839,861.5833165,0.12801907
185.6321839,875.152723,0.12511272
187.816092,889.0373447,0.11948194
190,903.5763025,0.11987425
192.1839081,918.0676786,0.12284467
194.3678161,932.2086488,0.12398283
194.3678161,946.219806,0.11394222
196.5517241,961.4656288,0.11446757
198.7356322,976.6414806,0.11665759
200.9195402,991.5324351,0.11832531
200.9195402,1006.213511,0.11525699
203.1034483,1021.28542,0.11067512
205.2873563,1036.981296,0.11118662
207.4712644,1052.604964,0.11303472
207.4712644,1067.973188,0.11077123
209.6551724,1083.655444,0.10591965
211.8390805,1100.056016,0.10610453
214.0229885,1116.428011,0.10949216
216.2068966,1132.293465,0.11124324
216.2068966,1147.909181,0.10220956
218.3908046,1164.905075,0.10191635
220.5747126,1181.949867,0.10453188
222.7586207,1198.568173,0.10642406
222.7586207,1214.891013,0.10424683
224.9425287,1231.55476,0.0986384
227.1264368,1249.165984,0.09898162
229.3103448,1266.71614,0.1014634
229.3103448,1283.837021,0.09973954
231.4942529,1301.253814,0.09411601
233.6781609,1319.711278,0.09518146
235.862069,1337.96213,0.09891143
238.045977,1355.524739,0.10092053
238.045977,1372.737717,0.09835412
240.2298851,1390.399843,0.0932811
242.4137931,1409.02251,0.09462054
244.5977012,1427.381556,0.09614333
244.5977012,1445.449818,0.09384424
246.7816092,1463.960735,0.08914088
248.9655172,1483.448346,0.0900422
251.1494253,1502.740888,0.0918332
253.3333333,1521.657171,0.08990583
253.3333333,1540.978975,0.08547579
255.5172414,1561.302191,0.08623679
257.7011494,1581.446062,0.08819587
259.8850575,1601.142481,0.09041393
259.8850575,1620.355703,0.08826353
262.0689655,1640.037024,0.08455867
264.2528736,1660.580663,0.08495078
266.4367816,1681.029478,0.08731502
266.4367816,1700.924597,0.08568081
268.6206897,1721.199182,0.08142442
270.8045977,1742.533601,0.0821521
272.9885058,1763.679048,0.0839548
275.1724138,1784.370454,0.08292456
275.1724138,1805.318927,0.07833895
277.3563218,1827.493628,0.07887048
279.5402299,1849.51889,0.07984201
281.7241379,1871.276142,0.08300733
281.7241379,1892.203726,0.08126832
283.908046,1913.579127,0.07664601
286.091954,1936.243618,0.07724288
288.2758621,1958.732977,0.07926225
288.2758621,1980.649372,0.07828533
290.4597701,2002.839261,0.07278568
292.6436782,2026.705808,0.07409589
294.8275862,2050.150331,0.07677154
297.0114943,2072.777765,0.07848587
297.0114943,2094.910957,0.07701735
299.1954023,2117.466171,0.07183107
301.3793103,2141.649896,0.07343474
303.5632184,2165.305497,0.0758214
303.5632184,2188.216482,0.07379955
305.7471264,2211.755145,0.0682334
307.9310345,2237.21398,0.06833831
310.1149425,2262.633731,0.07233765
312.2988506,2286.648096,0.07198499
312.2988506,2310.78011,0.0676665
314.4827586,2336.452236,0.06788292
316.6666667,2362.042516,0.07015045
318.8505747,2386.805621,0.07220537
318.8505747,2410.863981,0.07018281
321.0344828,2435.615665,0.06440675
323.2183908,2462.587105,0.06606922
325.4022989,2488.879877,0.06847864
327.5862069,2514.247538,0.06753786
327.5862069,2539.96856,0.06356259
329.7701149,2567.298202,0.06403368
331.954023,2594.426783,0.06611189
334.137931,2620.702583,0.06762198
334.137931,2646.391609,0.06698838
336.3218391,2672.323612,0.06200548
338.5057471,2700.339569,0.06370558
340.6896552,2727.60787,0.06611809
340.6896552,2753.881209,0.06429711
342.8735632,2780.89864,0.05798537
345.0574713,2810.856935,0.06094014
347.2413793,2839.362659,0.06295498
