FractureHeight[m],Time[s],Velocity[m/s]
98.8,5688.30501,0.00726236
99.56,5772.02436,0.00764888
100.32,5851.51308,0.00766841
100.32,5930.79942,0.00728085
101.08,6014.3061,0.0072835
101.84,6097.78246,0.00737576
102.6,6180.21461,0.00755732
102.6,6260.66641,0.00708051
103.36,6346.53591,0.00691448
104.12,6434.46736,0.00689277
104.88,6522.67573,0.00771767
105.64,6601.45599,0.00760127
105.64,6681.44257,0.0069549
106.4,6768.863,0.00679503
107.16,6858.34021,0.00696312
107.92,6945.65741,0.00695443
107.92,7033.0837,0.00656375
108.68,7125.71363,0.00647587
109.44,7219.60068,0.00674426
110.2,7309.7514,0.00705175
110.96,7395.97109,0.00702887
110.96,7482.47155,0.00656123
111.72,7575.13712,0.0062499
112.48,7672.41862,0.00642502
113.24,7767.04875,0.00656413
114,7859.67343,0.00644447
114,7954.01786,0.00604496
114.76,8054.59749,0.00624186
115.52,8152.00433,0.00645298
116.28,8246.22431,0.00646182
116.28,8340.31547,0.00594755
117.04,8442.54238,0.0057726
117.8,8547.86752,0.00590959
118.56,8650.75109,0.00604032
119.32,8751.40809,0.0059762
119.32,8853.14492,0.00560972
120.08,8961.52827,0.00572657
120.84,9067.7,0.00594502
121.6,9169.97054,0.00594492
121.6,9272.24281,0.00557685
122.36,9381.26502,0.00535784
123.12,9494.74366,0.00549048
123.88,9605.48085,0.00578767
124.64,9710.53169,0.00577772
124.64,9815.76356,0.00542157
125.4,9927.90829,0.00529879
126.16,10042.6515,0.00542453
126.92,10154.735,0.00546949
126.92,10265.897,0.00509273
127.68,10385.2828,0.00500779
128.44,10506.6936,0.00508864
129.2,10626.1755,0.00534497
129.96,10739.9273,0.0053676
129.96,10853.1995,0.00496084
130.72,10975.7595,0.00487209
131.48,11100.552,0.00503107
132.24,11221.401,0.00504847
132.24,11341.8336,0.0047706
133,11469.2808,0.00446256
133.76,11605.5254,0.0044345
134.52,11742.6324,0.00476905
0,0,0
