FractureHeight[m],Time[s],Velocity[m/s]
58.56,2713.92607,0.005636151
59.52,2850.18929,0.005659674
60.48,2985.88614,0.005869012
61.44,3116.74292,0.005877847
61.44,3247.40301,0.005537017
62.4,3386.10586,0.005336744
63.36,3530.01383,0.005410322
64.32,3671.96471,0.005477118
64.32,3812.18443,0.005156013
65.28,3961.13674,0.004973069
66.24,4115.56853,0.005050984
67.2,4267.61813,0.005142074
68.16,4416.97421,0.004894322
68.16,4573.89074,0.004726368
69.12,4736.38339,0.004773313
70.08,4897.27792,0.004972056
71.04,5051.74118,0.005051581
71.04,5203.7728,0.004752241
72,5365.38076,0.004588211
72.96,5532.76627,0.004654602
73.92,5697.76427,0.004736786
73.92,5859.8995,0.004464509
74.88,6031.92291,0.004293609
75.84,6210.79339,0.004338418
76.8,6387.81646,0.004526523
77.76,6557.4831,0.004672985
77.76,6721.832,0.004436587
78.72,6894.93802,0.004129348
79.68,7080.92382,0.004196583
80.64,7263.92984,0.004421943
81.6,7437.60913,0.004226045
81.6,7619.33932,0.00407884
82.56,7807.62815,0.004109518
83.52,7994.51136,0.004256709
84.48,8174.93244,0.004357958
84.48,8351.16175,0.004106835
85.44,8538.16707,0.003821065
86.4,8739.15817,0.003934731
87.36,8934.34306,0.004117427
88.32,9120.86733,0.003970771
88.32,9314.28067,0.003778624
89.28,9517.52929,0.003807711
90.24,9719.22529,0.00394341
91.2,9913.98059,0.004037306
91.2,10104.2064,0.003812997
92.16,10305.6228,0.003523466
93.12,10523.59,0.003678349
94.08,10732.3793,0.003794598
95.04,10934.7723,0.003650488
95.04,11145.1551,0.003458546
96,11367.2137,0.003479747
96.96,11587.9194,0.003606253
97.92,11800.8829,0.003669668
97.92,12010.1661,0.003568409
98.88,12225.3881,0.003343343
99.84,12455.0983,0.003440128
100.8,12678.3459,0.003601868
101.76,12891.5686,0.003489092
101.76,13111.6831,0.003299366
102.72,13344.4551,0.003322474
103.68,13575.6082,0.003507939
104.64,13794.5402,0.003585346
104.64,14008.7454,0.0033313
105.6,14239.2861,0.003103909
106.56,14486.716,0.003211856
107.52,14725.8301,0.003332444
108.48,14956.2916,0.003225992
108.48,15194.3579,0.003059419
109.44,15445.3859,0.0030847
110.4,15694.3567,0.003139306
111.36,15938.9967,0.003214927
111.36,16177.8824,0.003101106
112.32,16425.536,0.002897805
113.28,16690.5642,0.002977914
114.24,16948.4629,0.003094077
115.2,17196.679,0.00295001
115.2,17457.0171,0.002842612
116.16,17727.1911,0.002855812
117.12,17996.1164,0.002904014
118.08,18260.5779,0.002959981
118.08,18520.0391,0.002843503
119.04,18790.1285,0.002645902
120,19080.3887,0.002757782
120.96,19358.8733,0.002864758
121.92,19626.9588,0.002760263
121.92,19905.1931,0.002523521
122.88,20209.5298,0.002597691
123.84,20505.1769,0.002642976
124.8,20795.7585,0.002791849
124.8,21070.8449,0.002682864
125.76,21357.1061,0.002509335
126.72,21663.1634,0.002507472
127.68,21969.4479,0.002727832
128.64,22250.9902,0.00267185
128.64,22538.4314,0.002446854
129.6,22852.3038,0.002500824
130.56,23159.4026,0.002590907
131.52,23455.8239,0.002697541
131.52,23740.5276,0.002539553
132.48,24042.943,0.002334815
133.44,24371.877,0.002495378
134.4,24679.6459,0.002583435
135.36,24976.9245,0.002612962
135.36,25270.8438,0.002522543
136.32,25575.2984,0.002349771
0,0,0
