FractureHeight[m],Time[s],Velocity[m/s]
2.75862069,0.101119763,0
2.75862069,0.109305989,0.09412325
2.75862069,0.118147114,0.21788797
2.75862069,0.127695529,0.39534816
2.75862069,0.138007817,0.60721676
2.75862069,0.149145088,-0.03449497
2.75862069,0.16117334,1.12601997
2.75862069,0.174163853,1.41452418
3.2183908,0.188193607,4.66370258
3.2183908,0.203345741,-0.39419735
3.67816092,0.219710046,6.75403496
3.67816092,0.237383495,3.0064143
3.67816092,0.256470821,2.9434754
3.67816092,0.277085132,2.94373449
3.67816092,0.299348588,2.98590171
3.67816092,0.323393121,2.82552501
3.67816092,0.349361216,2.66985987
4.13793103,0.377406759,2.64943332
4.59770115,0.407695945,2.14655451
4.59770115,0.440408266,2.77637087
4.59770115,0.475737573,2.4843117
4.59770115,0.513893225,2.43591791
4.59770115,0.555101328,2.3190629
5.05747126,0.59960608,2.27375957
5.51724138,0.647671212,2.02039875
5.51724138,0.699581555,2.14773111
5.51724138,0.755644725,1.95836508
5.51724138,0.816192949,1.8701163
5.97701149,0.88158503,1.68447192
6.43678161,0.952208478,1.64220572
6.43678161,1.0284818,1.59784225
6.43678161,1.11085699,1.55741416
6.89655172,1.1998222,1.51497789
6.89655172,1.28629638,1.50834693
7.35632184,1.38929673,1.34088208
7.81609195,1.50053712,1.3600829
7.81609195,1.62067673,1.29577353
7.81609195,1.75042751,1.25243264
8.73563218,1.89055836,1.11150133
8.73563218,2.04189968,1.15631071
8.73563218,2.2053483,1.11807099
9.65517241,2.38187281,1.06626908
9.65517241,2.57251928,1.04298321
9.65517241,2.77841746,0.97417979
10.11494253,3.00078751,0.89759413
10.57471264,3.24094715,0.9062035
11.03448276,3.50031957,0.89940672
11.03448276,3.78044178,0.86709625
11.95402299,4.08297377,0.82284356
11.95402299,4.40970832,0.81527945
12.4137931,4.76258163,0.7873467
13.33333333,5.1436848,0.76084475
13.33333333,5.55527623,0.74443361
13.79310345,5.99979498,0.71221816
14.71264368,6.47987522,0.70344306
14.71264368,6.99836188,0.68053972
15.17241379,7.53575048,0.65048885
16.09195402,8.09796501,0.64726592
16.55172414,8.66297898,0.64282628
17.01149425,9.23189518,0.64011338
17.47126437,9.80322253,0.60943528
17.93103448,10.4033097,0.59921669
18.3908046,11.0136303,0.59810729
18.85057471,11.6250829,0.59691455
19.31034483,12.2377574,0.58325646
19.77011494,12.8647788,0.57656229
20.22988506,13.4990802,0.5735219
20.68965517,14.1367442,0.57456572
21.14942529,14.7732498,0.57054123
21.14942529,15,0.62705644
21.14942529,15.4535004,0.55793105
21.6091954,16.1089833,0.51587182
22.06896552,16.817908,0.4783371
22.06896552,17.5824615,0.43961419
22.52873563,18.4143598,0.3895056
22.98850575,19.353279,0.36421832
23.44827586,20.3573863,0.34530944
