FractureHeight[m],Time[s],Velocity[m/s]
6.43678161,0.832961206,1.43159156
6.43678161,0.899811749,1.4752099
6.43678161,0.972010335,1.46112099
6.43678161,1.04998481,1.51182721
6.43678161,1.13419724,1.39648621
6.43678161,1.22514667,1.34239264
6.43678161,1.31354951,0.97740447
8.04597701,1.41884711,1.64456425
8.04597701,1.53256853,1.31377093
8.04597701,1.65538766,1.17529403
8.04597701,1.78803232,1.18191256
8.04597701,1.93128855,1.0751869
8.04597701,2.08600528,1.05898467
8.85057471,2.25309935,0.78909522
9.65517241,2.43356095,0.91805142
9.65517241,2.62845947,1.06058047
9.65517241,2.83894987,0.9963598
10.45977011,3.06627951,0.9237646
10.45977011,3.31179552,0.86230255
11.26436782,3.5769528,0.83337537
11.26436782,3.86332267,0.82434561
12.06896552,4.17260213,0.78069283
12.06896552,4.50662395,0.75024353
12.87356322,4.86736751,0.69483821
12.87356322,5.25697056,0.67543967
13.67816092,5.67774185,0.55711474
13.67816092,6.13217485,0.62690811
14.48275862,6.62296248,0.60592498
15.28735632,7.15301313,0.57794484
15.28735632,7.72546783,0.54373342
16.09195402,8.3437189,0.51430607
16.89655172,9.01143006,0.51075434
16.89655172,9.73255811,0.49409409
17.70114943,10.5113764,0.46747911
18.50574713,11.3525002,0.44778965
19.31034483,12.2609138,0.43887261
19.31034483,13.2420006,0.4244465
20.11494253,14.3015743,0.4115573
20.91954023,15.4459139,0.39712677
21.72413793,16.6818006,0.38318809
22.52873563,18.0165583,0.37778073
23.33333333,19.4580966,0.36671212
24.13793103,21.014958,0.35919873
24.94252874,22.6963683,0.35571307
25.74712644,24.4955712,0.34512695
26.55172414,25,0.36922741
26.55172414,26.0088576,0.33007941
27.35632184,27.947785,0.27280863
27.35632184,30.2937518,0.22090898
28.16091954,33.1908726,0.18293679
28.96551724,36.6893487,0.15445081
28.96551724,40.8330629,0.12771452
29.77011494,45.8442394,0.11559776
30.57471264,51.3806786,0.1057016
30.57471264,57.4354593,0.09161514
31.37931034,64.4212045,0.08069899
32.18390805,72.3519112,0.07587864
32.18390805,80.786432,0.06908247
32.98850575,90.0507218,0.05934354
33.79310345,100.835383,0.05693412
34.59770115,112.076446,0.05398713
34.59770115,123.931123,0.04714941
35.40229885,137.504993,0.04496796
36.20689655,151.737348,0.04410034
36.20689655,166.249709,0.04074136
37.01149425,181.95856,0.03489673
37.81609195,200.298387,0.03419475
38.62068966,219.014712,0.03343573
38.62068966,238.155909,0.02958968
39.42528736,259.785069,0.02815467
40.22988506,282.516644,0.02819156
41.03448276,305.218471,0.02759371
41.03448276,328.412161,0.02460813
41.83908046,354.419821,0.02291962
42.64367816,382.343491,0.02332099
43.44827586,409.786575,0.02357025
43.44827586,436.939451,0.02112097
44.25287356,467.241087,0.01964434
45.05747126,499.820442,0.02019695
45.86206897,531.508396,0.02110763
45.86206897,561.82919,0.01922811
46.66666667,595.113797,0.01765875
47.47126437,631.356461,0.01851004
48.27586207,665.93229,0.0192212
48.27586207,695.8992,0.01796629
49.08045977,731.521476,0.0166961
49.88505747,769.853773,0.0169566
50.68965517,807.597186,0.01824492
51.49425287,842.675452,0.01772368
51.49425287,878.785332,0.01641433
52.29885057,917.775643,0.01647538
53.10344828,956.621473,0.01714933
53.90804598,993.940723,0.01749092
53.90804598,1030.53114,0.01650248
54.71264368,1069.31319,0.01570044
55.51724138,1110.07638,0.01665805
56.32183908,1148.49624,0.01729243
57.12643678,1185.50666,0.01685082
57.12643678,1223.48701,0.01576257
57.93103448,1264.08953,0.0160752
58.73563218,1303.9024,0.01629082
59.54022989,1343.18834,0.01694108
59.54022989,1380.96633,0.01576532
60.34482759,1421.56175,0.01507397
61.14942529,1464.01906,0.01568226
61.95402299,1504.82951,0.01627715
61.95402299,1544.14843,0.01476605
62.75862069,1587.4911,0.01413375
63.56321839,1632.77277,0.01451114
64.36781609,1676.87681,0.0155467
65.17241379,1718.04309,0.01563894
65.17241379,1758.96658,0.01495539
65.97701149,1801.76052,0.0141698
66.7816092,1846.927,0.01462236
67.5862069,1890.69559,0.01519763
67.5862069,1928.59625,0.0144411
68.3908046,1972.91419,0.01352869
69.1954023,2020.22108,0.0141869
70,2065.33311,0.01461102
70,2104.7554,0.01379545
70.8045977,2151.14752,0.01285423
71.6091954,2200.93655,0.01350353
72.4137931,2248.33156,0.01392765
72.4137931,2294.28332,0.01231938
73.2183908,2346.234,0.01194393
74.02298851,2399.81771,0.01222577
74.82758621,2452.16614,0.01294031
75.63218391,2501.62397,0.01351343
75.63218391,2548.98426,0.01279199
76.43678161,2599.01555,0.01180955
77.24137931,2653.20896,0.01221025
78.04597701,2705.62393,0.0128639
78.85057471,2755.37557,0.01234277
78.85057471,2807.2278,0.01120546
79.65517241,2864.34282,0.0115023
80.45977011,2919.98384,0.01181221
81.26436782,2974.16506,0.01128112
81.26436782,3030.89701,0.01026344
82.06896552,3093.25424,0.01056987
82.87356322,3153.80369,0.01093098
83.67816092,3212.35288,0.01125436
83.67816092,3269.21974,0.01061592
84.48275862,3329.50657,0.00993633
85.28735632,3393.91668,0.0104837
86.09195402,3454.96386,0.01091758
86.89655172,3513.58492,0.01045471
86.89655172,3574.80133,0.00977653
87.70114943,3640.26426,0.01011792
88.50574713,3703.51835,0.01049891
89.31034483,3764.47706,0.01089634
89.31034483,3823.21239,0.01038884
90.11494253,3884.81694,0.00969894
90.91954023,3950.80354,0.00965922
91.72413793,4017.06148,0.01064611
92.52873563,4077.17735,0.0102896
92.52873563,4139.37606,0.00940828
93.33333333,4207.40128,0.00965354
94.13793103,4273.69817,0.01009354
94.94252874,4337.10509,0.01051896
94.94252874,4397.94762,0.00988741
95.74712644,4462.67643,0.0093083
96.55172414,4531.43227,0.00927166
97.35632184,4600.45983,0.01016903
98.16091954,4663.39601,0.00973584
98.16091954,4729.13247,0.00890975
98.96551724,4800.96392,0.00893749
99.77011494,4872.57238,0.00935963
100.5747126,4940.95118,0.0096746
100.5747126,5007.1038,0.00937095
101.3793103,5075.39994,0.00880293
102.1839081,5148.10301,0.00926447
102.9885058,5217.18413,0.00960917
103.7931035,5283.78718,0.00895311
103.7931035,5355.27074,0.00824012
104.5977012,5432.93947,0.00816706
105.4022989,5511.30304,0.00865611
106.2068966,5585.23927,0.00880616
106.2068966,5657.91569,0.00862721
107.0114943,5732.09956,0.00817916
107.816092,5810.34719,0.00867496
108.6206897,5884.12277,0.00890161
108.6206897,5948.83014,0.00823305
109.4252874,6026.56559,0.00770416
110.2298851,6109.63764,0.00784521
111.0344828,6191.21608,0.00842659
111.0344828,6259.57116,0.00783886
111.8390805,6341.21572,0.00737327
112.6436782,6428.01569,0.00749896
113.4482759,6513.36081,0.00801422
114.2528736,6593.21887,0.00741222
114.2528736,6679.56276,0.00702244
115.0574713,6770.69918,0.00699003
115.862069,6862.25812,0.00732438
116.6666667,6949.63753,0.0074865
116.6666667,7035.12474,0.00719401
117.4712644,7124.08767,0.00677302
118.2758621,7218.58025,0.00691512
119.0804598,7311.13111,0.00732042
119.0804598,7398.5578,0.00633241
119.8850575,7499.6251,0.00595543
120.6896552,7607.09013,0.00631087
121.4942529,7708.50252,0.00668236
122.2988506,7804.27702,0.00633527
122.2988506,7905.2987,0.0056632
123.1034483,8018.30906,0.00564871
123.908046,8131.60922,0.00608212
124.7126437,8236.8357,0.00624083
124.7126437,8339.38609,0.00601805
125.5172414,8445.73289,0.00564462
126.3218391,8559.11526,0.00581236
127.1264368,8669.22545,0.00615699
127.9310345,8773.17242,0.00572892
127.9310345,8884.88627,0.0052266
128.7356322,9007.33683,0.00524698
129.5402299,9129.31185,0.00565817
130.3448276,9242.42266,0.00564622
130.3448276,9355.77284,0.00523535
131.1494253,9478.01881,0.00498786
131.954023,9606.33041,0.00502434
