FractureHeight[m],Time[s],Velocity[m/s]
4.03225806,0.190287281,0
4.03225806,0.205384245,0.48980138
4.03225806,0.221688966,1.20404844
4.03225806,0.239298065,1.85568769
4.03225806,0.258315891,2.17937066
4.03225806,0.278855144,2.44696075
4.03225806,0.301037537,2.63145422
4.03225806,0.324994522,2.73734205
4.03225806,0.350868065,2.70962213
4.03225806,0.378811492,3.20150141
4.03225806,0.405972502,3.04798726
5.64516129,0.438324284,5.49830686
5.64516129,0.473264208,3.13354822
5.64516129,0.510999327,3.0286408
5.64516129,0.547677861,2.63086071
5.64516129,0.591366072,2.48599236
5.64516129,0.638549339,2.44100091
5.64516129,0.689507268,2.25191512
5.64516129,0.744541831,2.17814313
6.4516129,0.803979159,3.35341836
7.25806452,0.868171473,2.05002965
7.25806452,0.937499172,2.21880886
7.25806452,1.01237309,2.21832893
7.25806452,1.09323692,2.74201149
7.25806452,1.18056985,1.88100445
8.06451613,1.27488942,1.32748508
8.06451613,1.37675456,1.80935316
8.87096774,1.4867689,1.62703857
8.87096774,1.6055844,1.67787229
8.87096774,1.73390513,1.28833741
9.67741935,1.87249152,1.54630968
9.67741935,2.02216482,1.39480126
9.67741935,2.18381199,1.3798799
9.67741935,2.34093304,1.2427069
11.29032258,2.52808166,1.15154817
11.29032258,2.73020218,1.23866144
11.29032258,2.94849233,1.19725302
11.29032258,3.1842457,1.15188253
12.09677419,3.43885934,0.9610407
12.09677419,3.71384207,1.09519141
13.70967742,4.01082341,0.99667901
13.70967742,4.33156327,1.04600664
13.70967742,4.67796231,0.971845
14.51612903,5.05207328,0.91905493
14.51612903,5.45611312,0.94390933
15.32258065,5.89247615,0.8994963
16.12903226,6.36374823,0.91284648
16.93548387,6.87272207,0.85603073
16.93548387,7.42241381,0.85179701
17.74193548,8.0160809,0.84338685
18.5483871,8.65724135,0.83471258
18.5483871,9.34969464,0.8009789
19.35483871,10,0.81657115
19.35483871,10.7837651,0.70794869
20.16129032,11.6877855,0.52182147
20.96774194,12.9142586,0.46037424
20.96774194,14.3044319,0.39342131
21.77419355,15.9311867,0.31967438
22.58064516,17.933224,0.28563014
22.58064516,20.1738839,0.24468428
23.38709677,22.7894994,0.1993017
24.19354839,26.0007114,0.18470981
24.19354839,29.465606,0.15703504
25,33.5411295,0.12717757
25.80645161,38.572299,0.11941481
25.80645161,43.9317681,0.10343998
26.61290323,50.118931,0.08311198
27.41935484,57.6367707,0.07872087
27.41935484,65.7667623,0.06813481
28.22580645,75.1599056,0.05527817
29.03225806,86.4338915,0.05421087
29.03225806,98.2396413,0.04540088
29.83870968,112.336285,0.0387743
30.64516129,128.842065,0.03891311
30.64516129,145.288965,0.03237197
31.4516129,165.059158,0.02794337
32.25806452,187.962623,0.02936658
33.06451613,209.756102,0.02893923
33.06451613,231.871407,0.02855046
33.87096774,254.28786,0.0229628
34.67741935,282.159029,0.0268228
35.48387097,306.019325,0.02967668
36.29032258,327.585077,0.02832841
36.29032258,350.177238,0.02439538
37.09677419,376.411718,0.02431433
37.90322581,402.73364,0.02750948
38.70967742,425.998344,0.02786742
38.70967742,448.964227,0.02668683
39.51612903,472.946092,0.02717625
40.32258065,496.496065,0.02939692
41.12903226,518.267051,0.03402378
41.93548387,537.077425,0.03628769
42.74193548,554.71426,0.03560955
42.74193548,572.686967,0.03108567
43.5483871,593.27523,0.03088559
44.35483871,613.996865,0.03381777
45.16129032,632.921824,0.03380936
45.16129032,651.851493,0.02923307
45.96774194,673.744504,0.02885074
46.77419355,695.927643,0.03036867
47.58064516,717.001996,0.03244171
47.58064516,736.729684,0.03106521
48.38709677,757.331511,0.02765924
49.19354839,780.470249,0.03179381
50,800.599955,0.03503004
50.80645161,818.869986,0.03326265
50.80645161,838.110784,0.02861621
51.61290323,860.475727,0.0282056
52.41935484,883.16626,0.03022043
53.22580645,904.343988,0.03128575
53.22580645,922.754926,0.03144301
54.03225806,943.109215,0.02687381
54.83870968,966.924227,0.02923211
55.64516129,988.81796,0.02901192
55.64516129,1010.87786,0.02737955
56.4516129,1034.25297,0.0236367
57.25806452,1061.3295,0.02730903
58.06451613,1084.76498,0.03013902
58.87096774,1105.99991,0.02784969
58.87096774,1128.98042,0.02400597
59.67741935,1155.64045,0.02383726
60.48387097,1182.48917,0.02492923
61.29032258,1208.16184,0.02503265
61.29032258,1233.72845,0.02154749
62.09677419,1263.43029,0.02129399
62.90322581,1293.48572,0.02272129
63.70967742,1321.65313,0.022469
63.70967742,1350.13682,0.01914382
