1.189684256234579607e+01,2.272769525930126377e+00,-0.000000000000000000e+00,5.948421281172898034e+00,0.000000000000000000e+00
9.914035468621364089e+00,2.455967266486697831e+00,nan,4.957017734310682044e+00,0.000000000000000000e+00
1.189684256234579607e+01,2.653820826287794699e+00,-0.000000000000000000e+00,5.948421281172898034e+00,0.000000000000000000e+00
1.189684256234579607e+01,2.867502670900225148e+00,4.435652457537522797e-01,5.948421281172898034e+00,0.000000000000000000e+00
1.189684256234579607e+01,3.098279063081649909e+00,-0.000000000000000000e+00,5.948421281172898034e+00,0.000000000000000000e+00
1.189684256234579607e+01,3.347517566637589148e+00,1.344929909721868377e-01,5.948421281172898034e+00,0.000000000000000000e+00
1.189684256234579607e+01,3.616695150478002940e+00,1.385905487041427277e-02,5.948421281172898034e+00,0.000000000000000000e+00
1.189684256234579607e+01,3.907406941025649783e+00,2.855625089097349467e-02,5.948421281172898034e+00,0.000000000000000000e+00
1.189684256234579607e+01,4.221375674817108070e+00,3.034409264181414309e-02,5.948421281172898034e+00,0.000000000000000000e+00
1.189684256234579607e+01,4.560461907311882612e+00,5.342693028537651156e-02,5.948421281172898034e+00,0.000000000000000000e+00
1.189684256234579607e+01,4.926675038406238549e+00,8.614819874349073647e-02,5.948421281172898034e+00,0.000000000000000000e+00
1.189684256234579607e+01,5.322185219988143423e+00,1.256121356740843575e-01,5.948421281172898034e+00,0.000000000000000000e+00
1.189684256234579607e+01,5.749336216096603280e+00,1.612578658405801890e-01,5.948421281172898034e+00,0.000000000000000000e+00
1.189684256234579607e+01,6.210659291893739109e+00,1.981062553563583684e-01,5.948421281172898034e+00,0.000000000000000000e+00
1.189684256234579607e+01,6.708888213754645946e+00,2.240250078286478153e-01,5.948421281172898034e+00,0.000000000000000000e+00
1.189684256234579607e+01,7.246975449364425614e+00,2.432265884663526168e-01,5.948421281172898034e+00,0.000000000000000000e+00
1.189684256234579607e+01,7.828109663822987230e+00,2.575535472960311378e-01,5.948421281172898034e+00,0.000000000000000000e+00
1.387964965607000067e+01,8.455734615438236901e+00,2.558686975607374348e-01,6.939824828035000337e+00,0.000000000000000000e+00
1.387964965607000067e+01,9.133569563182708961e+00,2.871287890449500946e-01,6.939824828035000337e+00,0.000000000000000000e+00
1.387964965607000067e+01,9.865631306746736939e+00,2.893081586100361147e-01,6.939824828035000337e+00,0.000000000000000000e+00
1.387964965607000067e+01,1.065625798979588801e+01,2.777330570184194380e-01,6.939824828035000337e+00,0.000000000000000000e+00
1.487105320293215982e+01,1.151013480748896711e+01,2.709291415893193555e-01,7.931228374897159483e+00,0.000000000000000000e+00
1.586245674979426212e+01,1.243232177059749155e+01,2.920514135820111989e-01,7.931228374897159483e+00,0.000000000000000000e+00
1.586245674979426212e+01,1.342828369075470540e+01,2.747973092932454731e-01,7.931228374897159483e+00,0.000000000000000000e+00
1.586245674979426212e+01,1.450392256452449935e+01,2.543641665803108576e-01,7.931228374897159483e+00,0.000000000000000000e+00
1.685386029665642127e+01,1.566561254819588278e+01,2.406536885894129674e-01,8.922631921759318629e+00,0.000000000000000000e+00
1.784526384351858042e+01,1.692023773056097369e+01,2.575087531939158070e-01,8.922631921759318629e+00,0.000000000000000000e+00
1.784526384351858042e+01,1.827523292751527961e+01,2.346090357667517945e-01,8.922631921759318629e+00,0.000000000000000000e+00
1.883666739038068272e+01,1.973862774022591893e+01,2.190947588961182357e-01,9.914035468621420932e+00,0.000000000000000000e+00
1.982807093724284186e+01,2.131909413795340313e+01,2.322158727434153469e-01,9.914035468621420932e+00,0.000000000000000000e+00
1.982807093724284186e+01,2.302599784749907386e+01,2.098184609860281324e-01,9.914035468621420932e+00,0.000000000000000000e+00
2.081947448410505785e+01,2.486945385380836626e+01,1.950667638420102434e-01,1.090543901548363692e+01,0.000000000000000000e+00
2.181087803096721700e+01,2.686038634062238728e+01,1.997802627569903178e-01,1.090543901548363692e+01,0.000000000000000000e+00
2.280228157782931930e+01,2.901059342638152927e+01,1.844655069894113042e-01,1.189684256234573922e+01,0.000000000000000000e+00
2.280228157782931930e+01,3.133281707900139068e+01,1.888462155212679294e-01,1.189684256234573922e+01,0.000000000000000000e+00
2.379368512469147845e+01,3.384081862383087724e+01,1.719910952795742076e-01,1.189684256234573922e+01,0.000000000000000000e+00
2.478508867155363760e+01,3.654946029224673509e+01,1.604066741531055551e-01,1.288824610920789837e+01,0.000000000000000000e+00
2.577649221841573990e+01,3.947479329413588545e+01,1.615509578154907810e-01,1.288824610920789837e+01,0.000000000000000000e+00
2.676789576527789905e+01,4.263415293617614310e+01,1.512755070554636649e-01,1.387964965607005752e+01,0.000000000000000000e+00
2.676789576527789905e+01,4.604626134957966599e+01,1.511713020993465106e-01,1.387964965607005752e+01,0.000000000000000000e+00
2.875070285900216049e+01,4.973133843605542381e+01,1.406883718666854244e-01,1.487105320293215982e+01,0.000000000000000000e+00
2.875070285900216049e+01,5.371122168944910413e+01,1.401657769202015458e-01,1.487105320293215982e+01,0.000000000000000000e+00
3.073350995272642194e+01,5.800949560311415354e+01,1.305053375918969472e-01,1.586245674979426212e+01,0.000000000000000000e+00
3.172491349958863793e+01,6.265163142987248079e+01,1.297268359148530115e-01,1.685386029665647811e+01,0.000000000000000000e+00
3.271631704645074024e+01,6.766513812277167972e+01,1.281527614981880503e-01,1.685386029665647811e+01,0.000000000000000000e+00
3.370772059331284254e+01,7.307972535110306467e+01,1.191680632111728338e-01,1.784526384351858042e+01,0.000000000000000000e+00
3.569052768703721767e+01,7.892747955770094848e+01,1.173175488931830629e-01,1.883666739038073956e+01,0.000000000000000000e+00
3.569052768703721767e+01,8.524305410082662604e+01,1.151423021368815774e-01,1.883666739038073956e+01,0.000000000000000000e+00
3.767333478076147912e+01,9.206387460740276651e+01,1.069057847505928693e-01,1.982807093724289871e+01,0.000000000000000000e+00
3.866473832762358143e+01,9.926525151296438310e+01,1.047487278800825344e-01,2.081947448410500101e+01,0.000000000000000000e+00
4.064754542134789972e+01,1.066797975892003194e+02,1.035058524660163043e-01,2.181087803096721700e+01,0.000000000000000000e+00
