FractureHeight[m],Time[s],Velocity[m/s]
76.8,2135.50407,0.01508543
77.28,2160.95909,0.01490309
77.76,2186.72557,0.01545953
78.24,2211.56461,0.01597635
78.72,2235.60014,0.01563869
78.72,2260.15463,0.01485374
79.2,2286.00671,0.01489746
79.68,2311.78292,0.01512801
80.16,2337.16629,0.01582988
80.16,2361.42421,0.01503369
80.64,2386.96685,0.01460057
81.12,2413.2672,0.01459475
81.6,2439.57802,0.01532793
82.08,2464.63033,0.01532734
82.08,2489.6836,0.01448683
82.56,2516.19042,0.01432555
83.04,2542.99569,0.01482381
83.52,2568.89995,0.01502562
84,2594.45631,0.01452708
84,2620.8897,0.01389944
84.48,2648.51672,0.01395817
84.96,2676.0275,0.01439724
85.44,2702.69927,0.01459186
85.44,2729.01531,0.01361118
85.92,2757.22741,0.01344943
86.4,2785.77881,0.01364439
86.88,2813.92225,0.01414981
0,0,0
