1.189684256234579607e+01,2.272769525930126377e+00,0.000000000000000000e+00,5.948421281172898034e+00,0.000000000000000000e+00
1.189684256234579607e+01,2.455967266486697831e+00,0.000000000000000000e+00,5.948421281172898034e+00,0.000000000000000000e+00
1.189684256234579607e+01,2.653820826287794699e+00,0.000000000000000000e+00,5.948421281172898034e+00,0.000000000000000000e+00
1.189684256234579607e+01,2.867502670872979387e+00,0.000000000000000000e+00,5.948421281172898034e+00,0.000000000000000000e+00
9.914035468621364089e+00,3.098279063024979241e+00,nan,4.957017734310682044e+00,0.000000000000000000e+00
1.189684256234579607e+01,3.347517566549138568e+00,8.419883517842728302e-03,5.948421281172898034e+00,0.000000000000000000e+00
1.189684256234579607e+01,3.616695150355230481e+00,1.497439974232161672e-02,5.948421281172898034e+00,0.000000000000000000e+00
1.189684256234579607e+01,3.907406940865810085e+00,3.226730437974240778e-02,5.948421281172898034e+00,0.000000000000000000e+00
1.189684256234579607e+01,4.221375674617236839e+00,6.488815276451183334e-02,5.948421281172898034e+00,0.000000000000000000e+00
1.189684256234579607e+01,4.560461907068778409e+00,1.179097879168223284e-01,5.948421281172898034e+00,0.000000000000000000e+00
1.189684256234579607e+01,4.926675038116441918e+00,1.770143033976677993e-01,5.948421281172898034e+00,0.000000000000000000e+00
1.189684256234579607e+01,5.322185219647916909e+00,2.232101692362799816e-01,5.948421281172898034e+00,0.000000000000000000e+00
1.189684256234579607e+01,5.749336215701907449e+00,2.502499626720023906e-01,5.948421281172898034e+00,0.000000000000000000e+00
1.189684256234579607e+01,6.210659291440217444e+00,2.707686512355890751e-01,5.948421281172898034e+00,0.000000000000000000e+00
1.189684256234579607e+01,6.708888213237591991e+00,2.820108795963640613e-01,5.948421281172898034e+00,0.000000000000000000e+00
1.189684256234579607e+01,7.246975448778758988e+00,2.863003020965967926e-01,5.948421281172898034e+00,0.000000000000000000e+00
1.189684256234579607e+01,7.828109663163219878e+00,2.869154174315649564e-01,5.948421281172898034e+00,0.000000000000000000e+00
1.387964965607000067e+01,8.455734614698439344e+00,2.888509847841143618e-01,6.939824828035000337e+00,0.000000000000000000e+00
1.387964965607000067e+01,9.133569562356473881e+00,3.246879530895320776e-01,6.939824828035000337e+00,0.000000000000000000e+00
1.387964965607000067e+01,9.865631305827154307e+00,3.096099007953471705e-01,6.939824828035000337e+00,0.000000000000000000e+00
1.387964965607000067e+01,1.065625798877549535e+01,2.908397496840368635e-01,6.939824828035000337e+00,0.000000000000000000e+00
1.487105320293215982e+01,1.151013480635970332e+01,2.794723609454283220e-01,7.931228374897159483e+00,0.000000000000000000e+00
1.586245674979426212e+01,1.243232176935064714e+01,2.999478269607253056e-01,7.931228374897159483e+00,0.000000000000000000e+00
1.586245674979426212e+01,1.342828368938086037e+01,2.801662717147352377e-01,7.931228374897159483e+00,0.000000000000000000e+00
1.586245674979426212e+01,1.450392256301349470e+01,2.592195459919418576e-01,7.931228374897159483e+00,0.000000000000000000e+00
1.685386029665642127e+01,1.566561254653672819e+01,2.436973194006617771e-01,8.922631921759318629e+00,0.000000000000000000e+00
1.784526384351858042e+01,1.692023772874183152e+01,2.590028811386536067e-01,8.922631921759318629e+00,0.000000000000000000e+00
1.784526384351858042e+01,1.827523292552334411e+01,2.347183695754309907e-01,8.922631921759318629e+00,0.000000000000000000e+00
1.883666739038068272e+01,1.959228825679497987e+01,2.200845026326653242e-01,9.914035468621420932e+00,0.000000000000000000e+00
1.982807093724284186e+01,2.116104749582075328e+01,2.266565137543984643e-01,9.914035468621420932e+00,0.000000000000000000e+00
1.982807093724284186e+01,2.285530747396859397e+01,2.084208225044463514e-01,9.914035468621420932e+00,0.000000000000000000e+00
2.081947448410505785e+01,2.468510825036829459e+01,1.958323453685390514e-01,1.090543901548363692e+01,0.000000000000000000e+00
2.181087803096721700e+01,2.666129308887998306e+01,2.043116409697143809e-01,1.090543901548363692e+01,0.000000000000000000e+00
2.280228157782931930e+01,2.879557271447259126e+01,1.859694427110106796e-01,1.189684256234573922e+01,0.000000000000000000e+00
2.280228157782931930e+01,3.110059471011259902e+01,1.946457400892747935e-01,1.189684256234573922e+01,0.000000000000000000e+00
2.379368512469147845e+01,3.359001846540385117e+01,1.686725809327782044e-01,1.189684256234573922e+01,0.000000000000000000e+00
2.478508867155363760e+01,3.627859612111838317e+01,1.595440683562086015e-01,1.288824610920789837e+01,0.000000000000000000e+00
2.478508867155363760e+01,3.918225998929010245e+01,1.633600083678937720e-01,1.288824610920789837e+01,0.000000000000000000e+00
2.676789576527789905e+01,4.231821696691555701e+01,1.519840026979684955e-01,1.387964965607005752e+01,0.000000000000000000e+00
2.676789576527789905e+01,4.570505050275110648e+01,1.524752877496232117e-01,1.387964965607005752e+01,0.000000000000000000e+00
2.875070285900216049e+01,4.936283072145354822e+01,1.414074024146470265e-01,1.487105320293215982e+01,0.000000000000000000e+00
