FractureHeight[m],Time[s],Velocity[m/s]
22.06896552,25.9881153,0.17770955
22.06896552,28.0685505,0.17222247
22.06896552,30.3154204,0.17374469
22.06896552,32.7420399,0.16817718
22.06896552,35.362789,0.13000474
24.82758621,38.193198,0.23196801
27.5862069,41.2500398,0.14329872
27.5862069,44.5514289,0.16528002
27.5862069,48.1169291,0.1651117
27.5862069,51.9676693,0.1490309
30.34482759,56.1264687,0.14336989
30.34482759,60.6179721,0.13837284
33.10344828,65.4687958,0.12820171
33.10344828,70.7076854,0.13055229
33.10344828,76.3656861,0.12165516
35.86206897,82.4763269,0.118249
35.86206897,89.0758189,0.11215118
35.86206897,96.2032704,0.11082443
38.62068966,103.131153,0.10137269
41.37931034,111.383031,0.10581461
41.37931034,120.29506,0.10733005
41.37931034,129.92005,0.10192309
44.13793103,140.31504,0.09273414
46.89655172,151.541629,0.09459427
46.89655172,163.666346,0.08887244
49.65517241,176.761039,0.08607986
49.65517241,190.903308,0.08308758
55.17241379,206.176959,0.07898427
55.17241379,222.672501,0.0806723
57.93103448,240.487687,0.07581185
57.93103448,259.728088,0.07644475
60.68965517,280.507721,0.07161431
63.44827586,302.949725,0.07127606
66.20689655,327.187089,0.07040583
66.20689655,353.363442,0.0689887
68.96551724,381.633903,6.28E-02
71.72413793,412.166001,6.59E-02
77.24137931,445.140667,6.60E-02
77.24137931,478.382537,6.53E-02
80,511.986966,6.18E-02
82.75862069,547.483822,0.06210437
85.51724138,582.816049,0.06206675
85.51724138,618.16969,0.06228982
91.03448276,653.396727,0.05906227
93.79310345,690.548802,0.05985493
96.55172414,727.208866,0.06078504
99.31034483,763.307974,0.06139425
99.31034483,799.048872,0.06116854
102.0689655,834.921653,0.05918057
104.8275862,871.999461,0.05879236
107.5862069,909.322094,0.05941139
107.5862069,946.25585,0.05924531
110.3448276,983.293143,0.05741848
113.1034483,1021.50881,0.05804828
115.862069,1059.30986,0.05891765
118.6206897,1096.55312,0.0598859
118.6206897,1133.19423,0.05959516
121.3793103,1170.01409,0.05755139
124.137931,1208.1415,0.05762618
126.8965517,1246.21944,0.05865949
126.8965517,1283.62661,0.05977545
129.6551724,1300,0.05946781
132.4137931,1332.74678,0.05808349
132.4137931,1370.52491,0.0562996
135.1724138,1409.50007,0.05560394
137.9310345,1448.96284,0.05513129
140.6896552,1488.76394,0.05453024
140.6896552,1529.00373,0.05299251
